ID,Organization,Created..Timestamp,Created..Date,Created..Time,Updated..Date,Updated..Date.1,Updated..Time,Recorded..Timestamp,Recorded..Date,Recorded..Time,Surveyor..ID,Surveyor..Name,Surveyor..First.name,Surveyor..Last.name,Surveyor..Email,Status,River,Location..Latitude,Location..Longitude,Location..Easting,Location..Northing,Location..NGR,Survey.Type,Site.Name,Foreshore,Quadrat.Number,Cutlery..plastic.,Straw,Stirrer,Lollipop.stick,Food.wrapper,Take.away.container..plastic.,Drink.bottle..with.or.without.lid.,Bottle.top,Lid..plastic.,Cup..plastic.,Plate..plastic.,X6.4.pack.rings,Wine.cork..plastic.,Food.container..plastic.,Ice.pop.container,Other.plastic.food.packaging,Drink.carton,Tetra.pak.coffee.cup,Take.away.container.or.plate..polystyrene.,Cup..polystyrene.,Other.polystyrene.food.packaging,Thick..durable..shopping.bag,Thin..single.use..shopping.bag,Refuse.sack,Plastic.bottle.container..non.food.related.,Foam.roll.packaging,O.pack,Condom,Tampon.applicator,Sanitary.towel,Cotton.bud.stick,Nappy,Syringe.needle,Medicine.packaging,Wet.wipes,Gloves..plastic.,Eye.drop.dispenser,Plaster,Other.sewage.related.items,Lighter,Cigarette.butt,Cigarette.tobacco.packaging,Other.smoking.related,Shoe.or.flip.flop,Item.of.clothing,Other.clothing,Rope,String,Rubber.band,Recreational.fishing.gear,Commercial.fishing.gear,Shopping.trolley,Tyre,Traffic.cone.sign.barrier,Large.appliance..fridge..washing.machine....,Small.appliance..toaster..microwave....,Mattress,Carpet...20.cm.,Other.large.item,Building.insulation.pieces,Cable.tie,Rawl.plug,Window.spacer.tiles,Scaffold.bungee,Pipe.lagging,Tile.cross.spacers,Ball,Balloon...stick,Gardening..flower.pot..gloves..plant.label.,Nerf.bullet,Packaging.peanut,Pen,Surveyed.,Other.litter
5999dd3ae4b02cd57d09c764,Jolly Roger,06/02/2018 17:00,06/02/2018,17:00:00,06/02/2018 17:00,06/02/2018,17:00:00,19/08/2017 16:00,19/08/2017,16:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,9,8,30,4,1,5,0,11,20,0,6,3,6,0,0,1,2,1,3,2,16,,,,2,3,1,2,3,,,,,3,2,,1,6,6,10,10,,2,5,5,1,2,8,6,1,3,,,,1,,,,2,2,3,1,1,3,0,0,0,1,0,3,1,0,3,,
5999dd3ae4b02cd57d09c764,Jolly Roger,07/02/2018 17:00,07/02/2018,17:00:00,07/02/2018 17:00,07/02/2018,17:00:00,19/08/2017 16:00,19/08/2017,16:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,10,9,29,2,3,5,2,17,1,10,4,0,2,0,10,8,7,10,10,8,16,,,,3,2,4,0,1,,,,,3,0,,7,0,8,1,3,,8,0,3,5,4,6,1,2,2,,,,1,,,,0,0,0,1,0,0,1,3,3,1,0,3,3,2,2,,
5999dd3ae4b02cd57d09c764,Jolly Roger,08/02/2018 17:00,08/02/2018,17:00:00,08/02/2018 17:00,08/02/2018,17:00:00,19/08/2017 16:00,19/08/2017,16:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,11,10,9,1,8,0,5,17,7,10,4,10,16,5,3,5,2,3,6,9,0,,,,4,2,6,3,2,,,,,2,1,,9,9,1,5,2,,1,8,8,1,0,8,3,1,5,,,,0,,,,2,1,0,2,3,0,3,3,2,0,3,1,3,1,1,,
5999dd3ae4b02cd57d09c764,Jolly Roger,09/02/2018 17:00,09/02/2018,17:00:00,09/02/2018 17:00,09/02/2018,17:00:00,19/08/2017 16:00,19/08/2017,16:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,12,0,14,5,0,6,4,2,2,2,9,1,5,8,8,2,6,8,9,10,2,,,,6,0,5,0,1,,,,,3,2,,0,10,10,3,4,3,6,8,4,4,1,5,0,1,3,,,,0,,,,3,1,2,3,2,2,0,1,0,0,3,1,3,3,3,,
5999dd3ae4b02cd57d09c764,Jolly Roger,10/02/2018 17:00,10/02/2018,17:00:00,10/02/2018 17:00,10/02/2018,17:00:00,19/08/2017 16:00,19/08/2017,16:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,13,0,24,6,2,1,5,5,0,8,5,5,25,4,3,9,6,8,0,9,18,,,,5,2,5,0,0,,,,,2,2,,0,0,1,1,7,,0,1,5,4,0,1,7,6,2,,,,1,,,,1,2,0,0,3,0,1,1,2,2,2,0,2,1,3,,
59dc937ce4b01fac76760d8b,Jolly Roger,11/02/2018 17:00,11/02/2018,17:00:00,11/02/2018 17:00,11/02/2018,17:00:00,15/09/2017 14:00,15/09/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,1,3,43,2,10,6,4,18,27,7,10,6,5,5,6,2,8,6,3,0,1,,,,5,0,2,5,3,,,,,3,0,,2,7,1,8,9,,2,8,6,0,1,0,0,4,6,,,,0,,,,0,3,1,1,0,3,3,1,1,2,0,2,0,3,0,,
59dc937ce4b01fac76760d8b,Jolly Roger,12/02/2018 17:00,12/02/2018,17:00:00,12/02/2018 17:00,12/02/2018,17:00:00,15/09/2017 14:00,15/09/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,2,1,3,5,2,5,2,16,10,6,1,2,12,4,1,3,6,4,6,9,32,,,,0,2,0,2,1,,,,,0,1,,4,9,5,3,10,,10,3,5,0,0,6,2,5,1,,,,0,,,,0,3,3,3,3,0,0,1,0,3,3,0,1,3,2,,
59dc937ce4b01fac76760d8b,Jolly Roger,13/02/2018 17:00,13/02/2018,17:00:00,13/02/2018 17:00,13/02/2018,17:00:00,15/09/2017 14:00,15/09/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,3,8,19,3,3,6,2,13,13,1,5,3,43,10,6,5,10,1,6,0,3,,,,0,6,3,3,3,,,,,3,2,,4,8,3,3,9,,33,6,8,2,2,5,0,2,5,,,,0,,,,1,0,2,2,1,1,2,3,1,0,0,0,1,3,0,,
59dc937ce4b01fac76760d8b,Jolly Roger,14/02/2018 17:00,14/02/2018,17:00:00,14/02/2018 17:00,14/02/2018,17:00:00,15/09/2017 14:00,15/09/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,4,21,5,0,10,9,10,1,0,7,4,4,30,10,5,10,1,10,1,6,35,,,,2,2,6,3,4,,,,,0,1,,8,5,8,2,0,,0,1,0,4,3,3,6,2,8,,,,1,,,,2,3,0,1,0,0,0,1,0,2,3,0,0,2,3,,
59dc937ce4b01fac76760d8b,Jolly Roger,15/02/2018 17:00,15/02/2018,17:00:00,15/02/2018 17:00,15/02/2018,17:00:00,15/09/2017 14:00,15/09/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,5,18,4,2,6,6,1,11,24,0,4,9,25,4,10,2,7,9,7,9,21,,,,1,1,2,0,1,,,,,1,2,,0,1,4,6,10,,11,4,3,0,6,5,2,7,7,,,,1,,,,0,1,0,1,0,0,2,1,2,0,1,2,1,1,2,,
59c90d76e4b0314490710139,Jolly Roger,16/02/2018 17:00,16/02/2018,17:00:00,16/02/2018 17:00,16/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,1,12,17,8,0,5,8,20,18,5,10,3,17,9,4,5,3,0,2,1,0,,,,2,3,4,1,4,,,,,2,0,,4,7,5,7,10,,13,3,2,7,4,2,6,4,5,,,,0,,,,0,1,2,1,1,3,3,0,3,0,2,3,1,2,0,,
59c90d76e4b0314490710139,Jolly Roger,17/02/2018 17:00,17/02/2018,17:00:00,17/02/2018 17:00,17/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,2,12,21,8,10,3,0,5,8,2,4,4,2,5,0,4,0,3,9,4,22,,,,0,6,1,3,0,,,,,2,1,,0,9,6,0,4,,40,1,6,4,8,8,1,8,2,,,,0,,,,2,3,0,2,3,0,2,3,3,2,3,3,0,0,1,,
59c90d76e4b0314490710139,Jolly Roger,18/02/2018 17:00,18/02/2018,17:00:00,18/02/2018 17:00,18/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,3,12,3,1,5,6,8,10,29,1,7,4,19,0,2,0,7,4,2,6,24,,,,1,4,4,3,2,,,,,3,2,,3,3,2,0,0,,4,3,4,2,8,6,8,6,0,,,,1,,,,0,3,1,1,1,3,3,1,1,2,3,3,1,1,0,,
59c90d76e4b0314490710139,Jolly Roger,19/02/2018 17:00,19/02/2018,17:00:00,19/02/2018 17:00,19/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,4,28,19,6,4,1,2,2,6,7,10,1,20,9,7,9,7,5,2,6,24,,,,5,1,5,6,0,,,,,1,2,,7,6,0,1,5,,22,3,0,6,5,4,1,5,1,,,,0,,,,2,2,0,3,0,0,2,2,3,0,1,1,0,0,3,,
59c90d76e4b0314490710139,Jolly Roger,20/02/2018 17:00,20/02/2018,17:00:00,20/02/2018 17:00,20/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,5,6,43,3,0,2,0,16,14,6,6,6,9,9,6,9,0,7,6,3,16,,,,3,0,4,4,1,,,,,3,2,,7,7,6,8,10,,12,5,6,7,0,1,2,0,1,,,,0,,,,2,0,1,0,1,3,2,2,3,1,2,2,1,0,2,,
59c90d76e4b0314490710139,Jolly Roger,21/02/2018 17:00,21/02/2018,17:00:00,21/02/2018 17:00,21/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,6,19,7,1,3,8,8,2,13,1,9,7,2,4,6,1,8,4,4,7,43,,5,,4,6,1,3,2,,,,,3,1,,6,2,8,6,8,,16,4,0,3,2,3,0,0,4,,,,0,,,,1,0,0,1,2,2,1,2,2,1,0,0,1,2,1,,
59c90d76e4b0314490710139,Jolly Roger,22/02/2018 17:00,22/02/2018,17:00:00,22/02/2018 17:00,22/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,7,18,24,8,0,10,3,12,10,9,5,3,3,6,3,5,7,9,0,7,8,,,,1,6,4,4,2,,,,,0,0,,8,9,0,4,2,,34,0,2,8,1,6,8,2,3,,,,0,,,,0,1,2,3,1,2,1,0,2,1,3,2,3,2,1,,
59c90d76e4b0314490710139,Jolly Roger,23/02/2018 17:00,23/02/2018,17:00:00,23/02/2018 17:00,23/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,8,20,2,4,3,9,3,11,21,10,1,10,0,6,9,3,7,6,4,4,16,,,,3,0,4,2,1,,,,,0,0,,8,0,7,9,0,,17,2,8,7,3,6,2,4,1,,,,1,,,,1,0,1,2,1,2,3,0,2,3,3,2,3,2,1,,
59c90d76e4b0314490710139,Jolly Roger,24/02/2018 17:00,24/02/2018,17:00:00,24/02/2018 17:00,24/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,9,1,28,10,3,1,8,16,14,9,9,9,13,10,5,3,10,0,5,7,16,,,,4,6,1,0,1,,,,,2,1,,4,6,10,3,2,,4,2,1,6,5,0,1,7,1,,,,1,,,,2,2,3,2,0,0,3,2,3,3,2,0,1,3,3,,
59c90d76e4b0314490710139,Jolly Roger,25/02/2018 17:00,25/02/2018,17:00:00,25/02/2018 17:00,25/02/2018,17:00:00,24/09/2017 12:00,24/09/2017,12:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,10,8,2,9,1,7,10,13,18,8,0,5,13,1,5,5,6,8,3,8,8,,,,6,3,1,0,4,,,,,1,0,,3,4,2,6,1,,24,0,4,6,3,4,8,7,5,,,,1,,,,0,1,0,3,0,2,3,0,0,0,2,2,3,1,1,,
5a9979f8e4b00c0a1e6cd96c,Jolly Roger,26/02/2018 17:00,26/02/2018,17:00:00,26/02/2018 17:00,26/02/2018,17:00:00,13/10/2017 15:20,13/10/2017,15:20,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Millennium drawdock,NA,1,21,16,0,1,5,5,8,27,6,0,0,35,2,6,1,7,7,0,6,10,,,,2,6,2,2,1,,,,,0,2,,0,2,5,3,9,,22,3,6,0,5,7,5,3,3,,,,1,,,,2,3,0,1,0,2,3,3,3,2,1,0,1,1,2,,
5a9979f8e4b00c0a1e6cd96c,Jolly Roger,27/02/2018 17:00,27/02/2018,17:00:00,27/02/2018 17:00,27/02/2018,17:00:00,13/10/2017 15:20,13/10/2017,15:20,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Millennium drawdock,NA,2,17,23,4,4,5,3,16,26,7,10,1,26,0,6,3,8,8,6,8,26,,,,1,5,0,3,0,,,,,2,2,,5,0,10,7,0,,2,2,7,5,1,7,6,8,7,,,,0,,,,1,1,2,3,1,2,3,2,1,1,1,3,1,3,2,Not surveyed,Not surveyed
5a9979f8e4b00c0a1e6cd96c,Jolly Roger,28/02/2018 17:00,28/02/2018,17:00:00,28/02/2018 17:00,28/02/2018,17:00:00,13/10/2017 15:20,13/10/2017,15:20,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Millennium drawdock,NA,3,3,1,7,1,7,4,17,14,5,0,4,1,4,1,3,2,2,8,6,18,,,,0,1,2,2,0,,,,,3,0,,4,8,5,1,3,,24,7,3,8,4,5,1,1,2,,,,1,,,,1,2,1,3,3,3,0,1,3,0,0,1,2,0,2,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,01/03/2018 17:00,01/03/2018,17:00:00,01/03/2018 17:00,01/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,1,13,12,8,9,6,9,0,17,1,1,3,11,10,4,8,5,5,7,6,2,,,,1,2,2,1,1,,,,,1,0,,4,8,2,10,0,,2,6,8,1,6,2,0,4,5,,,,1,,,,0,3,3,3,3,3,3,3,1,3,0,1,0,0,2,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,02/03/2018 17:00,02/03/2018,17:00:00,02/03/2018 17:00,02/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,2,19,10,3,10,7,3,15,30,7,10,9,2,3,6,9,3,2,1,10,42,,,,5,3,1,4,3,,,,,0,2,,10,1,6,0,10,,34,0,5,7,5,0,6,1,0,,,,0,,,,1,0,3,2,3,1,2,0,1,0,3,1,0,1,1,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,03/03/2018 17:00,03/03/2018,17:00:00,03/03/2018 17:00,03/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,3,5,22,2,2,8,7,18,2,4,9,3,21,2,4,10,5,8,4,7,14,,,,5,1,5,3,4,,,,,3,0,,3,2,4,5,0,,21,6,3,5,4,3,2,4,3,,,,1,,,,0,3,2,1,0,3,3,2,2,0,3,3,3,3,1,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,04/03/2018 17:00,04/03/2018,17:00:00,04/03/2018 17:00,04/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,4,30,4,6,5,3,0,15,8,8,7,0,27,9,10,4,2,6,4,0,15,,,,4,3,6,2,3,,,,,1,1,,8,10,0,10,2,,10,6,8,0,0,7,1,1,1,,,,1,,,,1,0,3,3,1,0,0,3,1,0,3,1,2,3,0,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,05/03/2018 17:00,05/03/2018,17:00:00,05/03/2018 17:00,05/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,5,3,15,10,9,9,10,3,18,0,1,10,5,3,4,0,9,8,8,10,11,,,,6,4,5,3,0,,,,,1,1,,3,3,10,5,1,,5,0,5,0,5,2,4,0,5,,,,1,,,,0,0,0,0,2,2,3,3,3,2,3,1,1,2,2,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,06/03/2018 17:00,06/03/2018,17:00:00,06/03/2018 17:00,06/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,6,26,2,1,2,1,0,3,0,7,2,0,5,4,5,3,0,3,9,10,27,,,,2,5,1,1,4,,,,,1,0,,2,0,6,0,5,,27,6,4,8,1,1,4,7,1,,,,0,,,,3,0,0,0,3,2,2,2,3,2,3,3,2,3,0,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,07/03/2018 17:00,07/03/2018,17:00:00,07/03/2018 17:00,07/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,7,15,45,2,10,10,0,9,2,10,5,6,37,0,4,3,3,3,7,5,20,,,,0,5,0,4,3,,,,,0,0,,0,0,1,4,10,,10,6,2,5,2,3,6,6,8,,,,0,,,,3,3,0,2,2,2,2,3,1,0,1,3,3,0,1,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,08/03/2018 17:00,08/03/2018,17:00:00,08/03/2018 17:00,08/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,8,22,0,8,7,8,4,13,13,9,5,10,1,8,4,4,9,9,6,0,14,,,,6,0,4,4,0,,,,,3,0,,3,1,8,10,1,,27,6,3,8,6,3,1,2,3,,,,0,,,,1,0,3,2,0,0,3,2,1,2,3,2,2,0,1,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,09/03/2018 17:00,09/03/2018,17:00:00,09/03/2018 17:00,09/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,9,4,16,1,4,9,10,8,6,0,8,4,7,1,4,4,3,9,1,0,1,,,,6,5,2,3,3,,,,,2,1,,9,2,9,6,5,,2,1,5,5,7,1,2,0,5,,,,1,,,,0,2,2,3,2,0,3,2,2,3,3,2,3,2,1,,
59fd7ecae4b01ff0e6680a0e,Jolly Roger,10/03/2018 17:00,10/03/2018,17:00:00,10/03/2018 17:00,10/03/2018,17:00:00,29/10/2017 14:00,29/10/2017,14:00,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Queen Caroline,NA,10,11,27,3,0,8,9,7,18,9,10,3,2,8,4,3,8,6,3,8,26,,,,2,5,1,6,0,,,,,2,1,,5,8,7,10,6,,6,5,0,0,5,5,1,5,3,,,,0,,,,1,1,3,0,0,3,1,0,0,0,0,0,1,0,2,,
5a7b13b7e4b09222991840b4,Jolly Roger,11/03/2018 17:00,11/03/2018,17:00:00,11/03/2018 17:00,11/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,1,4,9,2,9,9,7,0,6,0,7,1,10,8,1,5,3,0,7,5,12,,,,5,6,5,1,4,,,,,3,0,,3,6,2,9,1,4,22,3,4,5,7,7,8,8,4,,,,0,,,,2,0,1,2,2,2,0,2,2,2,2,0,0,0,2,Not surveyed,
5a7b13b7e4b09222991840b4,Jolly Roger,12/03/2018 17:00,12/03/2018,17:00:00,12/03/2018 17:00,12/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,2,7,11,2,1,9,8,18,15,6,2,0,3,8,10,9,1,7,5,10,9,,,,3,6,2,5,2,,,,,0,0,,7,0,10,9,8,,10,4,4,5,4,0,4,2,0,,,,0,,,,2,3,3,0,2,1,0,1,0,3,0,1,3,0,1,Not surveyed,
5a7b13b7e4b09222991840b4,Jolly Roger,13/03/2018 17:00,13/03/2018,17:00:00,13/03/2018 17:00,13/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,3,10,8,8,10,9,2,6,1,5,7,9,13,2,7,0,4,5,10,10,1,,,,6,1,4,4,3,,,,,1,2,,1,9,6,9,5,,18,8,2,0,3,6,8,3,0,,,,0,,,,1,1,2,3,3,0,2,3,3,3,2,1,1,0,2,,
5a7b13b7e4b09222991840b4,Jolly Roger,14/03/2018 17:00,14/03/2018,17:00:00,14/03/2018 17:00,14/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,4,38,1,1,6,9,5,8,14,9,7,5,20,7,9,6,4,6,3,10,10,,,7,3,2,5,4,4,,,,,2,2,,10,4,8,5,1,,6,7,4,2,1,1,5,3,0,,,,1,,,,3,1,3,3,1,2,2,1,1,1,1,3,1,3,3,,
5a7b13b7e4b09222991840b4,Jolly Roger,15/03/2018 17:00,15/03/2018,17:00:00,15/03/2018 17:00,15/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,5,18,23,5,0,2,8,10,25,0,0,9,15,9,5,2,10,6,4,10,6,,,,1,5,4,5,3,,,,,2,1,,2,1,8,10,8,,35,2,0,2,8,3,3,6,0,,,,0,,,,0,2,1,3,2,2,1,1,3,1,2,1,1,3,2,,
5a7b13b7e4b09222991840b4,Jolly Roger,16/03/2018 17:00,16/03/2018,17:00:00,16/03/2018 17:00,16/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,6,12,7,8,2,4,2,10,12,4,10,10,14,0,9,2,2,2,5,2,4,,,,4,0,3,1,1,,,,,3,1,,8,0,3,0,5,,22,6,4,5,4,3,7,7,6,,,,0,,,,0,1,1,3,2,0,2,1,1,0,3,2,3,2,1,,
5a7b13b7e4b09222991840b4,Jolly Roger,17/03/2018 17:00,17/03/2018,17:00:00,17/03/2018 17:00,17/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,7,21,31,1,9,8,4,12,9,1,10,0,21,8,2,2,6,2,1,4,24,,,,1,6,0,0,2,,,,,0,0,,3,6,8,5,7,,8,6,6,1,1,7,5,3,2,,,,0,,,,3,3,3,2,1,1,2,3,0,2,1,3,2,0,3,,
5a7b13b7e4b09222991840b4,Jolly Roger,18/03/2018 17:00,18/03/2018,17:00:00,18/03/2018 17:00,18/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,8,12,27,1,2,5,8,5,20,1,8,2,12,2,8,10,6,1,4,2,23,,,,3,5,3,0,1,,,,,1,2,,7,2,0,8,1,,2,3,3,3,2,8,0,5,0,,,,0,,,,1,0,1,0,3,0,2,0,3,3,1,1,0,0,2,,
5a7b13b7e4b09222991840b4,Jolly Roger,19/03/2018 17:00,19/03/2018,17:00:00,19/03/2018 17:00,19/03/2018,17:00:00,01/11/2017 14:30,01/11/2017,14:30,54e616afff,Anne Bonny,Anne,Bonny,annebonny@calico.com,approved,Taurduin River,NA,NA,NA,NA,NA,Floating hotspot,Crabtree Wharf,NA,9,35,21,10,0,8,1,4,11,8,10,10,5,9,5,8,2,5,7,3,5,,,,4,2,4,2,3,,,,,1,1,,3,3,5,10,10,,0,0,8,4,3,6,6,0,2,,,,1,,,,2,0,0,2,2,3,1,2,1,3,2,1,2,1,2,,
